dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,type,hr
2012-07-14,3,1,7,0,6,0,3,0.7,0.6667,0.79,0.1642,458,hourly,17.0
2012-07-14,3,1,7,0,6,0,1,0.72,0.697,0.79,0.1343,351,hourly,18.0
2012-07-14,3,1,7,0,6,0,1,0.72,0.7121,0.84,0.0896,431,hourly,19.0
2012-07-14,3,1,7,0,6,0,1,0.72,0.7121,0.84,0.0896,356,hourly,20.0
2012-07-14,3,1,7,0,6,0,1,0.7,0.6667,0.84,0.2239,269,hourly,21.0
2012-07-14,3,1,7,0,6,0,1,0.7,0.6667,0.79,0.194,225,hourly,22.0
2012-07-14,3,1,7,0,6,0,2,0.68,0.6364,0.83,0.0896,211,hourly,23.0
2012-07-15,3,1,7,0,0,0,1,0.68,0.6364,0.89,0.1642,187,hourly,0.0
2012-07-15,3,1,7,0,0,0,2,0.68,0.6364,0.89,0.1343,168,hourly,1.0
2012-07-15,3,1,7,0,0,0,2,0.68,0.6364,0.89,0.1642,115,hourly,2.0
2012-07-15,3,1,7,0,0,0,2,0.68,0.6364,0.89,0.1642,57,hourly,3.0
2012-07-15,3,1,7,0,0,0,2,0.68,0.6364,0.89,0.1045,19,hourly,4.0
2012-07-15,3,1,7,0,0,0,1,0.68,0.6364,0.89,0.1343,9,hourly,5.0
2012-07-15,3,1,7,0,0,0,1,0.68,0.6364,0.83,0.1343,15,hourly,6.0
2012-07-15,3,1,7,0,0,0,1,0.7,0.6667,0.79,0.0896,47,hourly,7.0
2012-07-15,3,1,7,0,0,0,2,0.7,0.6667,0.84,0.1343,133,hourly,8.0
2012-07-15,3,1,7,0,0,0,2,0.72,0.697,0.79,0.0,221,hourly,9.0
2012-07-15,3,1,7,0,0,0,1,0.76,0.7273,0.66,0.1343,382,hourly,10.0
2012-07-15,3,1,7,0,0,0,1,0.82,0.7727,0.52,0.1642,451,hourly,11.0
2012-07-15,3,1,7,0,0,0,1,0.84,0.7727,0.47,0.1045,489,hourly,12.0
2012-07-15,3,1,7,0,0,0,1,0.86,0.7879,0.41,0.1045,480,hourly,13.0
2012-07-15,3,1,7,0,0,0,1,0.9,0.8182,0.37,0.2537,476,hourly,14.0
2012-07-15,3,1,7,0,0,0,1,0.86,0.803,0.47,0.1343,489,hourly,15.0
2012-07-15,3,1,7,0,0,0,1,0.86,0.7879,0.41,0.2239,495,hourly,16.0
2012-07-15,3,1,7,0,0,0,1,0.8,0.7727,0.59,0.4925,436,hourly,17.0
2012-07-15,3,1,7,0,0,0,3,0.72,0.697,0.79,0.3582,312,hourly,18.0
2012-07-15,3,1,7,0,0,0,1,0.72,0.7121,0.84,0.2239,312,hourly,19.0
2012-07-15,3,1,7,0,0,0,1,0.72,0.697,0.79,0.2537,294,hourly,20.0
2012-07-15,3,1,7,0,0,0,1,0.72,0.697,0.79,0.0896,223,hourly,21.0
2012-07-15,3,1,7,0,0,0,1,0.72,0.697,0.74,0.1045,130,hourly,22.0
2012-07-15,3,1,7,0,0,0,1,0.72,0.697,0.79,0.1343,91,hourly,23.0
2012-07-16,3,1,7,0,1,1,3,0.72,0.697,0.79,0.1045,43,hourly,0.0
2012-07-16,3,1,7,0,1,1,2,0.7,0.6667,0.74,0.194,11,hourly,1.0
2012-07-16,3,1,7,0,1,1,1,0.7,0.6667,0.74,0.1045,15,hourly,2.0
2012-07-16,3,1,7,0,1,1,1,0.68,0.6364,0.79,0.0896,6,hourly,3.0
2012-07-16,3,1,7,0,1,1,1,0.68,0.6364,0.79,0.1045,12,hourly,4.0
2012-07-16,3,1,7,0,1,1,1,0.66,0.6061,0.78,0.1045,50,hourly,5.0
2012-07-16,3,1,7,0,1,1,1,0.68,0.6364,0.79,0.1343,140,hourly,6.0
2012-07-16,3,1,7,0,1,1,1,0.72,0.6818,0.7,0.0896,483,hourly,7.0
2012-07-16,3,1,7,0,1,1,1,0.74,0.697,0.66,0.1045,667,hourly,8.0
2012-07-16,3,1,7,0,1,1,1,0.76,0.7121,0.62,0.1642,348,hourly,9.0
2012-07-16,3,1,7,0,1,1,1,0.8,0.7727,0.59,0.0,186,hourly,10.0
2012-07-16,3,1,7,0,1,1,1,0.84,0.803,0.53,0.2239,182,hourly,11.0
2012-07-16,3,1,7,0,1,1,1,0.84,0.7879,0.49,0.1343,237,hourly,12.0
2012-07-16,3,1,7,0,1,1,1,0.84,0.7879,0.49,0.2836,239,hourly,13.0
2012-07-16,3,1,7,0,1,1,1,0.88,0.8182,0.42,0.1045,212,hourly,14.0
2012-07-16,3,1,7,0,1,1,1,0.86,0.803,0.47,0.2537,237,hourly,15.0
2012-07-16,3,1,7,0,1,1,3,0.76,0.7273,0.66,0.5821,386,hourly,16.0
2012-07-16,3,1,7,0,1,1,3,0.76,0.7273,0.66,0.5821,755,hourly,17.0
2012-07-16,3,1,7,0,1,1,1,0.84,0.803,0.53,0.0,794,hourly,18.0
2012-07-16,3,1,7,0,1,1,1,0.8,0.7879,0.63,0.1343,595,hourly,19.0
2012-07-16,3,1,7,0,1,1,1,0.8,0.7727,0.59,0.1343,454,hourly,20.0
2012-07-16,3,1,7,0,1,1,1,0.76,0.7273,0.66,0.1343,328,hourly,21.0
2012-07-16,3,1,7,0,1,1,1,0.76,0.7121,0.62,0.0896,284,hourly,22.0
2012-07-16,3,1,7,0,1,1,1,0.74,0.7121,0.74,0.0896,166,hourly,23.0
2012-07-17,3,1,7,0,2,1,1,0.72,0.7121,0.84,0.1045,53,hourly,0.0
2012-07-17,3,1,7,0,2,1,1,0.74,0.697,0.7,0.0,25,hourly,1.0
2012-07-17,3,1,7,0,2,1,1,0.72,0.6818,0.7,0.0896,7,hourly,2.0
2012-07-17,3,1,7,0,2,1,1,0.72,0.6818,0.66,0.0,3,hourly,3.0
2012-07-17,3,1,7,0,2,1,1,0.72,0.6818,0.62,0.0,7,hourly,4.0
2012-07-17,3,1,7,0,2,1,1,0.68,0.6364,0.74,0.0896,38,hourly,5.0
2012-07-17,3,1,7,0,2,1,1,0.72,0.6818,0.66,0.1045,213,hourly,6.0
2012-07-17,3,1,7,0,2,1,2,0.74,0.697,0.7,0.0,526,hourly,7.0
2012-07-17,3,1,7,0,2,1,2,0.8,0.7576,0.55,0.0,661,hourly,8.0
2012-07-17,3,1,7,0,2,1,2,0.82,0.7727,0.49,0.2239,320,hourly,9.0
2012-07-17,3,1,7,0,2,1,2,0.84,0.7879,0.49,0.194,159,hourly,10.0
2012-07-17,3,1,7,0,2,1,2,0.86,0.803,0.47,0.0,206,hourly,11.0
2012-07-17,3,1,7,0,2,1,2,0.9,0.8182,0.35,0.0,254,hourly,12.0
2012-07-17,3,1,7,0,2,1,1,0.92,0.8182,0.31,0.194,221,hourly,13.0
2012-07-17,3,1,7,0,2,1,1,0.94,0.8333,0.29,0.2537,214,hourly,14.0
2012-07-17,3,1,7,0,2,1,1,0.92,0.8182,0.31,0.1642,244,hourly,15.0
2012-07-17,3,1,7,0,2,1,1,0.92,0.8182,0.29,0.1642,381,hourly,16.0
2012-07-17,3,1,7,0,2,1,1,0.92,0.8182,0.29,0.0,770,hourly,17.0
2012-07-17,3,1,7,0,2,1,1,0.9,0.803,0.33,0.194,772,hourly,18.0
2012-07-17,3,1,7,0,2,1,1,0.88,0.7879,0.35,0.2537,547,hourly,19.0
2012-07-17,3,1,7,0,2,1,1,0.86,0.7576,0.34,0.1642,427,hourly,20.0
2012-07-17,3,1,7,0,2,1,1,0.82,0.7727,0.52,0.1343,333,hourly,21.0
2012-07-17,3,1,7,0,2,1,1,0.8,0.7576,0.55,0.2239,244,hourly,22.0
2012-07-17,3,1,7,0,2,1,1,0.78,0.7424,0.59,0.194,161,hourly,23.0
2012-07-18,3,1,7,0,3,1,1,0.76,0.7273,0.66,0.1642,53,hourly,0.0
2012-07-18,3,1,7,0,3,1,1,0.76,0.7273,0.66,0.1045,16,hourly,1.0
2012-07-18,3,1,7,0,3,1,1,0.74,0.697,0.66,0.1343,8,hourly,2.0
2012-07-18,3,1,7,0,3,1,1,0.74,0.697,0.66,0.1343,4,hourly,3.0
2012-07-18,3,1,7,0,3,1,1,0.72,0.6818,0.7,0.1343,6,hourly,4.0
2012-07-18,3,1,7,0,3,1,1,0.72,0.6818,0.7,0.1642,46,hourly,5.0
2012-07-18,3,1,7,0,3,1,1,0.72,0.6818,0.7,0.1642,162,hourly,6.0
2012-07-18,3,1,7,0,3,1,1,0.74,0.697,0.66,0.1642,495,hourly,7.0
2012-07-18,3,1,7,0,3,1,1,0.78,0.7424,0.62,0.1045,679,hourly,8.0
2012-07-18,3,1,7,0,3,1,1,0.82,0.7879,0.56,0.0,297,hourly,9.0
2012-07-18,3,1,7,0,3,1,1,0.9,0.8485,0.42,0.194,138,hourly,10.0
2012-07-18,3,1,7,0,3,1,1,0.9,0.8485,0.42,0.0,183,hourly,11.0
2012-07-18,3,1,7,0,3,1,1,0.92,0.8636,0.37,0.1343,202,hourly,12.0
2012-07-18,3,1,7,0,3,1,1,0.94,0.8485,0.33,0.0,203,hourly,13.0
2012-07-18,3,1,7,0,3,1,1,0.94,0.8788,0.38,0.3284,170,hourly,14.0
2012-07-18,3,1,7,0,3,1,3,0.92,0.8485,0.35,0.3582,194,hourly,15.0
2012-07-18,3,1,7,0,3,1,1,0.74,0.697,0.66,0.2537,224,hourly,16.0
2012-07-18,3,1,7,0,3,1,1,0.74,0.697,0.7,0.2537,370,hourly,17.0
2012-07-18,3,1,7,0,3,1,2,0.76,0.7121,0.62,0.1343,643,hourly,18.0
2012-07-18,3,1,7,0,3,1,2,0.76,0.7121,0.62,0.1045,516,hourly,19.0
2012-07-18,3,1,7,0,3,1,1,0.74,0.6818,0.62,0.0896,366,hourly,20.0
2012-07-18,3,1,7,0,3,1,1,0.76,0.7121,0.62,0.0,319,hourly,21.0
2012-07-18,3,1,7,0,3,1,1,0.76,0.7121,0.58,0.0896,288,hourly,22.0
2012-07-18,3,1,7,0,3,1,1,0.76,0.7121,0.58,0.0896,131,hourly,23.0
2012-07-19,3,1,7,0,4,1,1,0.74,0.697,0.66,0.0896,66,hourly,0.0
2012-07-19,3,1,7,0,4,1,1,0.74,0.697,0.66,0.0896,25,hourly,1.0
2012-07-19,3,1,7,0,4,1,1,0.72,0.6818,0.7,0.194,7,hourly,2.0
2012-07-19,3,1,7,0,4,1,1,0.72,0.6818,0.7,0.1045,5,hourly,3.0
2012-07-19,3,1,7,0,4,1,1,0.72,0.6818,0.7,0.1045,8,hourly,4.0
2012-07-19,3,1,7,0,4,1,2,0.72,0.6818,0.7,0.1045,40,hourly,5.0
2012-07-19,3,1,7,0,4,1,1,0.72,0.6818,0.66,0.1343,152,hourly,6.0
2012-07-19,3,1,7,0,4,1,1,0.74,0.6818,0.58,0.2836,473,hourly,7.0
2012-07-19,3,1,7,0,4,1,1,0.76,0.7121,0.58,0.2537,657,hourly,8.0
2012-07-19,3,1,7,0,4,1,2,0.76,0.7121,0.58,0.2836,318,hourly,9.0
2012-07-19,3,1,7,0,4,1,1,0.76,0.7121,0.58,0.194,198,hourly,10.0
2012-07-19,3,1,7,0,4,1,1,0.8,0.7576,0.55,0.1045,216,hourly,11.0
2012-07-19,3,1,7,0,4,1,1,0.84,0.7879,0.49,0.2836,274,hourly,12.0
2012-07-19,3,1,7,0,4,1,1,0.84,0.7727,0.47,0.1343,254,hourly,13.0
2012-07-19,3,1,7,0,4,1,1,0.86,0.7879,0.44,0.0896,197,hourly,14.0
2012-07-19,3,1,7,0,4,1,1,0.84,0.7727,0.47,0.0896,292,hourly,15.0
2012-07-19,3,1,7,0,4,1,1,0.84,0.7727,0.47,0.0896,358,hourly,16.0
2012-07-19,3,1,7,0,4,1,1,0.86,0.7879,0.41,0.0,771,hourly,17.0
2012-07-19,3,1,7,0,4,1,1,0.86,0.7879,0.41,0.194,777,hourly,18.0
2012-07-19,3,1,7,0,4,1,1,0.84,0.7576,0.44,0.2537,533,hourly,19.0
2012-07-19,3,1,7,0,4,1,1,0.82,0.7727,0.49,0.1642,505,hourly,20.0
2012-07-19,3,1,7,0,4,1,3,0.66,0.5909,0.89,0.2537,332,hourly,21.0
2012-07-19,3,1,7,0,4,1,3,0.66,0.5909,0.89,0.2537,68,hourly,22.0
2012-07-19,3,1,7,0,4,1,3,0.66,0.5909,0.89,0.2239,65,hourly,23.0
2012-07-20,3,1,7,0,5,1,3,0.66,0.5909,0.89,0.0896,34,hourly,0.0
2012-07-20,3,1,7,0,5,1,1,0.66,0.5909,0.89,0.1343,11,hourly,1.0
2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.0896,19,hourly,2.0
2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.1045,36,hourly,3.0
2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.1642,9,hourly,4.0
2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.1343,42,hourly,5.0
2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.1642,126,hourly,6.0
2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.194,360,hourly,7.0
2012-07-20,3,1,7,0,5,1,2,0.68,0.6364,0.83,0.1642,691,hourly,8.0
2012-07-20,3,1,7,0,5,1,2,0.7,0.6667,0.79,0.1343,373,hourly,9.0
2012-07-20,3,1,7,0,5,1,2,0.7,0.6667,0.79,0.1642,233,hourly,10.0
2012-07-20,3,1,7,0,5,1,3,0.72,0.697,0.74,0.194,212,hourly,11.0
2012-07-20,3,1,7,0,5,1,3,0.68,0.6364,0.83,0.1642,274,hourly,12.0
2012-07-20,3,1,7,0,5,1,3,0.68,0.6364,0.83,0.1045,156,hourly,13.0
2012-07-20,3,1,7,0,5,1,3,0.7,0.6667,0.84,0.1642,229,hourly,14.0
2012-07-20,3,1,7,0,5,1,2,0.7,0.6667,0.84,0.2985,216,hourly,15.0
2012-07-20,3,1,7,0,5,1,2,0.68,0.6364,0.83,0.3284,436,hourly,16.0
2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.4179,715,hourly,17.0
2012-07-20,3,1,7,0,5,1,2,0.66,0.6061,0.78,0.3284,622,hourly,18.0
2012-07-20,3,1,7,0,5,1,2,0.64,0.5758,0.83,0.2836,402,hourly,19.0
2012-07-20,3,1,7,0,5,1,3,0.64,0.5758,0.83,0.3881,251,hourly,20.0
2012-07-20,3,1,7,0,5,1,3,0.62,0.5758,0.83,0.3284,122,hourly,21.0
2012-07-20,3,1,7,0,5,1,2,0.62,0.5758,0.83,0.194,135,hourly,22.0
2012-07-20,3,1,7,0,5,1,2,0.62,0.5758,0.83,0.2836,166,hourly,23.0
2012-07-21,3,1,7,0,6,0,3,0.62,0.5758,0.83,0.2836,103,hourly,0.0
2012-07-21,3,1,7,0,6,0,2,0.62,0.5758,0.83,0.2537,72,hourly,1.0
2012-07-21,3,1,7,0,6,0,3,0.6,0.5455,0.88,0.2836,60,hourly,2.0
2012-07-21,3,1,7,0,6,0,3,0.6,0.5455,0.88,0.2537,25,hourly,3.0
2012-07-21,3,1,7,0,6,0,3,0.58,0.5455,0.88,0.2836,16,hourly,4.0
2012-07-21,3,1,7,0,6,0,3,0.58,0.5455,0.88,0.2537,17,hourly,5.0
2012-07-21,3,1,7,0,6,0,3,0.58,0.5455,0.88,0.2537,15,hourly,6.0
2012-07-21,3,1,7,0,6,0,2,0.58,0.5455,0.88,0.2537,37,hourly,7.0
2012-07-21,3,1,7,0,6,0,2,0.58,0.5455,0.83,0.2537,112,hourly,8.0
2012-07-21,3,1,7,0,6,0,2,0.58,0.5455,0.83,0.194,207,hourly,9.0
2012-07-21,3,1,7,0,6,0,3,0.58,0.5455,0.88,0.2537,268,hourly,10.0
2012-07-21,3,1,7,0,6,0,2,0.6,0.5606,0.83,0.2537,305,hourly,11.0
2012-07-21,3,1,7,0,6,0,3,0.6,0.5606,0.83,0.2239,457,hourly,12.0
2012-07-21,3,1,7,0,6,0,3,0.6,0.5606,0.83,0.1642,354,hourly,13.0
2012-07-21,3,1,7,0,6,0,2,0.6,0.5455,0.88,0.2537,343,hourly,14.0
2012-07-21,3,1,7,0,6,0,3,0.6,0.5455,0.88,0.2537,380,hourly,15.0
2012-07-21,3,1,7,0,6,0,3,0.6,0.5455,0.88,0.194,326,hourly,16.0
2012-07-21,3,1,7,0,6,0,3,0.6,0.5455,0.88,0.1642,241,hourly,17.0
2012-07-21,3,1,7,0,6,0,2,0.6,0.5455,0.88,0.194,177,hourly,18.0
2012-07-21,3,1,7,0,6,0,2,0.6,0.5455,0.88,0.1642,238,hourly,19.0
2012-07-21,3,1,7,0,6,0,3,0.6,0.5455,0.88,0.1642,214,hourly,20.0
2012-07-21,3,1,7,0,6,0,2,0.6,0.5455,0.88,0.1642,163,hourly,21.0
2012-07-21,3,1,7,0,6,0,2,0.6,0.5455,0.88,0.1045,180,hourly,22.0
2012-07-21,3,1,7,0,6,0,2,0.6,0.5455,0.88,0.0,149,hourly,23.0
2012-07-22,3,1,7,0,0,0,2,0.6,0.5455,0.88,0.1045,113,hourly,0.0
2012-07-22,3,1,7,0,0,0,2,0.6,0.5455,0.88,0.1642,130,hourly,1.0
2012-07-22,3,1,7,0,0,0,2,0.6,0.5455,0.88,0.1045,122,hourly,2.0
2012-07-22,3,1,7,0,0,0,2,0.6,0.5455,0.88,0.1045,43,hourly,3.0
2012-07-22,3,1,7,0,0,0,1,0.6,0.5455,0.88,0.0,16,hourly,4.0
2012-07-22,3,1,7,0,0,0,1,0.6,0.5455,0.88,0.0,6,hourly,5.0
2012-07-22,3,1,7,0,0,0,2,0.62,0.5758,0.83,0.0896,19,hourly,6.0
2012-07-22,3,1,7,0,0,0,2,0.62,0.5758,0.83,0.0,38,hourly,7.0
2012-07-22,3,1,7,0,0,0,2,0.64,0.5909,0.78,0.0,153,hourly,8.0
2012-07-22,3,1,7,0,0,0,2,0.66,0.6212,0.69,0.0,258,hourly,9.0
2012-07-22,3,1,7,0,0,0,2,0.66,0.6212,0.74,0.0,379,hourly,10.0
2012-07-22,3,1,7,0,0,0,2,0.66,0.6212,0.74,0.0,505,hourly,11.0
2012-07-22,3,1,7,0,0,0,2,0.7,0.6515,0.7,0.1045,504,hourly,12.0
2012-07-22,3,1,7,0,0,0,2,0.7,0.6515,0.65,0.0896,626,hourly,13.0
2012-07-22,3,1,7,0,0,0,1,0.72,0.6818,0.66,0.1045,616,hourly,14.0
2012-07-22,3,1,7,0,0,0,1,0.72,0.6818,0.66,0.1045,624,hourly,15.0
2012-07-22,3,1,7,0,0,0,1,0.74,0.697,0.66,0.1045,628,hourly,16.0
2012-07-22,3,1,7,0,0,0,1,0.74,0.697,0.66,0.2239,556,hourly,17.0
2012-07-22,3,1,7,0,0,0,1,0.74,0.697,0.66,0.1642,515,hourly,18.0
2012-07-22,3,1,7,0,0,0,1,0.72,0.6818,0.7,0.1642,522,hourly,19.0
2012-07-22,3,1,7,0,0,0,1,0.7,0.6667,0.74,0.1642,378,hourly,20.0
2012-07-22,3,1,7,0,0,0,1,0.7,0.6667,0.79,0.1045,345,hourly,21.0
2012-07-22,3,1,7,0,0,0,1,0.7,0.6667,0.74,0.194,191,hourly,22.0
2012-07-22,3,1,7,0,0,0,1,0.68,0.6364,0.79,0.1642,123,hourly,23.0
2012-07-23,3,1,7,0,1,1,1,0.66,0.5909,0.89,0.0896,47,hourly,0.0
2012-07-23,3,1,7,0,1,1,1,0.66,0.5909,0.89,0.194,27,hourly,1.0
2012-07-23,3,1,7,0,1,1,2,0.66,0.5909,0.94,0.0896,17,hourly,2.0
2012-07-23,3,1,7,0,1,1,2,0.66,0.5909,0.94,0.0896,2,hourly,3.0
2012-07-23,3,1,7,0,1,1,2,0.66,0.5909,0.94,0.1343,8,hourly,4.0
2012-07-23,3,1,7,0,1,1,2,0.66,0.5909,0.94,0.1343,51,hourly,5.0
2012-07-23,3,1,7,0,1,1,2,0.68,0.6364,0.89,0.0896,157,hourly,6.0
2012-07-23,3,1,7,0,1,1,1,0.7,0.6667,0.84,0.1343,421,hourly,7.0
2012-07-23,3,1,7,0,1,1,1,0.72,0.697,0.79,0.1045,738,hourly,8.0
2012-07-23,3,1,7,0,1,1,2,0.74,0.7121,0.74,0.1343,345,hourly,9.0
2012-07-23,3,1,7,0,1,1,2,0.78,0.7424,0.62,0.0,200,hourly,10.0
2012-07-23,3,1,7,0,1,1,2,0.8,0.7424,0.52,0.1642,198,hourly,11.0
2012-07-23,3,1,7,0,1,1,2,0.8,0.7424,0.52,0.1642,314,hourly,12.0
2012-07-23,3,1,7,0,1,1,2,0.8,0.7424,0.52,0.1045,240,hourly,13.0
2012-07-23,3,1,7,0,1,1,2,0.78,0.7424,0.59,0.1642,271,hourly,14.0
2012-07-23,3,1,7,0,1,1,1,0.8,0.7576,0.55,0.194,281,hourly,15.0
2012-07-23,3,1,7,0,1,1,1,0.82,0.7727,0.52,0.1343,457,hourly,16.0
2012-07-23,3,1,7,0,1,1,1,0.82,0.7727,0.52,0.1343,847,hourly,17.0
2012-07-23,3,1,7,0,1,1,1,0.82,0.7576,0.46,0.1045,741,hourly,18.0
2012-07-23,3,1,7,0,1,1,1,0.8,0.7424,0.52,0.2537,582,hourly,19.0
2012-07-23,3,1,7,0,1,1,1,0.76,0.7121,0.62,0.1642,403,hourly,20.0
2012-07-23,3,1,7,0,1,1,1,0.76,0.7121,0.62,0.194,296,hourly,21.0
2012-07-23,3,1,7,0,1,1,1,0.74,0.6818,0.62,0.194,209,hourly,22.0
2012-07-23,3,1,7,0,1,1,1,0.72,0.6818,0.66,0.1642,114,hourly,23.0
2012-07-24,3,1,7,0,2,1,1,0.7,0.6667,0.74,0.1343,64,hourly,0.0
2012-07-24,3,1,7,0,2,1,1,0.68,0.6364,0.79,0.1642,17,hourly,1.0
2012-07-24,3,1,7,0,2,1,1,0.66,0.6061,0.83,0.1642,16,hourly,2.0
2012-07-24,3,1,7,0,2,1,1,0.66,0.6061,0.83,0.1642,6,hourly,3.0
2012-07-24,3,1,7,0,2,1,1,0.66,0.6061,0.83,0.0896,6,hourly,4.0
2012-07-24,3,1,7,0,2,1,1,0.66,0.6061,0.83,0.1045,50,hourly,5.0
2012-07-24,3,1,7,0,2,1,1,0.66,0.6061,0.83,0.1343,190,hourly,6.0
2012-07-24,3,1,7,0,2,1,1,0.7,0.6667,0.74,0.1642,516,hourly,7.0
2012-07-24,3,1,7,0,2,1,1,0.74,0.697,0.7,0.194,743,hourly,8.0
2012-07-24,3,1,7,0,2,1,1,0.84,0.803,0.53,0.0,339,hourly,9.0
2012-07-24,3,1,7,0,2,1,1,0.82,0.7879,0.56,0.2985,218,hourly,10.0
2012-07-24,3,1,7,0,2,1,2,0.84,0.803,0.53,0.3284,201,hourly,11.0
2012-07-24,3,1,7,0,2,1,2,0.82,0.7879,0.56,0.2239,229,hourly,12.0
2012-07-24,3,1,7,0,2,1,2,0.84,0.803,0.53,0.2985,273,hourly,13.0
2012-07-24,3,1,7,0,2,1,2,0.84,0.803,0.53,0.2239,244,hourly,14.0
2012-07-24,3,1,7,0,2,1,1,0.82,0.7727,0.49,0.2985,285,hourly,15.0
2012-07-24,3,1,7,0,2,1,1,0.8,0.7576,0.55,0.2985,455,hourly,16.0
2012-07-24,3,1,7,0,2,1,1,0.8,0.7424,0.52,0.3284,869,hourly,17.0
2012-07-24,3,1,7,0,2,1,1,0.76,0.7121,0.62,0.3284,877,hourly,18.0
2012-07-24,3,1,7,0,2,1,1,0.76,0.7121,0.62,0.1642,632,hourly,19.0
2012-07-24,3,1,7,0,2,1,1,0.74,0.697,0.66,0.1642,523,hourly,20.0
2012-07-24,3,1,7,0,2,1,1,0.74,0.697,0.66,0.2239,378,hourly,21.0
2012-07-24,3,1,7,0,2,1,1,0.74,0.697,0.66,0.2537,269,hourly,22.0
2012-07-24,3,1,7,0,2,1,1,0.74,0.6818,0.58,0.3284,192,hourly,23.0
2012-07-25,3,1,7,0,3,1,1,0.72,0.6667,0.58,0.2985,66,hourly,0.0
2012-07-25,3,1,7,0,3,1,1,0.7,0.6515,0.58,0.194,28,hourly,1.0
2012-07-25,3,1,7,0,3,1,1,0.68,0.6364,0.61,0.2239,12,hourly,2.0
2012-07-25,3,1,7,0,3,1,1,0.66,0.6212,0.65,0.2239,12,hourly,3.0
2012-07-25,3,1,7,0,3,1,1,0.64,0.6061,0.65,0.2239,4,hourly,4.0
2012-07-25,3,1,7,0,3,1,1,0.64,0.6061,0.65,0.1642,59,hourly,5.0
2012-07-25,3,1,7,0,3,1,1,0.64,0.6061,0.65,0.194,190,hourly,6.0
2012-07-25,3,1,7,0,3,1,1,0.66,0.6212,0.5,0.3284,507,hourly,7.0
2012-07-25,3,1,7,0,3,1,1,0.7,0.6364,0.42,0.2537,788,hourly,8.0
2012-07-25,3,1,7,0,3,1,1,0.72,0.6515,0.37,0.2985,342,hourly,9.0
2012-07-25,3,1,7,0,3,1,1,0.74,0.6515,0.37,0.0,231,hourly,10.0
2012-07-25,3,1,7,0,3,1,1,0.76,0.6667,0.33,0.0,281,hourly,11.0
2012-07-25,3,1,7,0,3,1,1,0.76,0.6667,0.33,0.0,310,hourly,12.0
2012-07-25,3,1,7,0,3,1,1,0.78,0.6818,0.31,0.1642,312,hourly,13.0
2012-07-25,3,1,7,0,3,1,1,0.8,0.697,0.29,0.1343,247,hourly,14.0
2012-07-25,3,1,7,0,3,1,1,0.78,0.6818,0.31,0.0896,317,hourly,15.0
2012-07-25,3,1,7,0,3,1,1,0.8,0.697,0.29,0.1642,484,hourly,16.0
2012-07-25,3,1,7,0,3,1,1,0.8,0.697,0.31,0.0,913,hourly,17.0
2012-07-25,3,1,7,0,3,1,1,0.8,0.697,0.27,0.1343,891,hourly,18.0
2012-07-25,3,1,7,0,3,1,1,0.76,0.6667,0.33,0.1343,698,hourly,19.0
2012-07-25,3,1,7,0,3,1,1,0.74,0.6515,0.4,0.1642,567,hourly,20.0
2012-07-25,3,1,7,0,3,1,1,0.72,0.6515,0.45,0.1343,397,hourly,21.0
2012-07-25,3,1,7,0,3,1,1,0.7,0.6515,0.58,0.1343,278,hourly,22.0
2012-07-25,3,1,7,0,3,1,1,0.68,0.6364,0.57,0.2985,239,hourly,23.0
2012-07-26,3,1,7,0,4,1,1,0.66,0.6212,0.65,0.194,92,hourly,0.0
2012-07-26,3,1,7,0,4,1,1,0.66,0.6212,0.65,0.2239,29,hourly,1.0
2012-07-26,3,1,7,0,4,1,1,0.66,0.6212,0.69,0.2537,21,hourly,2.0
2012-07-26,3,1,7,0,4,1,1,0.66,0.6212,0.69,0.2239,8,hourly,3.0
2012-07-26,3,1,7,0,4,1,1,0.66,0.6212,0.74,0.194,4,hourly,4.0
2012-07-26,3,1,7,0,4,1,1,0.66,0.6212,0.74,0.194,42,hourly,5.0
2012-07-26,3,1,7,0,4,1,1,0.66,0.6061,0.78,0.2537,181,hourly,6.0
2012-07-26,3,1,7,0,4,1,1,0.7,0.6667,0.74,0.2537,495,hourly,7.0
2012-07-26,3,1,7,0,4,1,2,0.7,0.6667,0.74,0.2537,729,hourly,8.0
2012-07-26,3,1,7,0,4,1,2,0.72,0.6818,0.7,0.1343,344,hourly,9.0
2012-07-26,3,1,7,0,4,1,1,0.74,0.697,0.7,0.2239,222,hourly,10.0
2012-07-26,3,1,7,0,4,1,1,0.8,0.803,0.66,0.2239,212,hourly,11.0
2012-07-26,3,1,7,0,4,1,1,0.84,0.8182,0.56,0.2537,279,hourly,12.0
2012-07-26,3,1,7,0,4,1,1,0.86,0.8333,0.53,0.2985,242,hourly,13.0
2012-07-26,3,1,7,0,4,1,1,0.9,0.8788,0.47,0.2537,213,hourly,14.0
